data,visite_sito,visualizzazioni_pagina,durata_media_sessione,frequenza_rimbalzo,click_annunci,spesa_ads,email_inviate,aperture_email,click_email,ordini,valore_totale_ordini,utenti_nuovi,churn_rate,tasso_conversione,segmento_dominante
2023-03-08,133,246,175.6,40.5,-1,187.65,1178,426,130,74,6932.12,2,3.56,0.553,A
2023-03-09,51,163,89.4,54.1,12,186.82,1179,431,144,35,3391.64,-13,3.21,0.697,A
2023-03-10,96,151,129.4,39.9,12,200.32,1151,421,142,48,4367.09,-3,3.63,0.498,A
2023-03-11,86,258,147.2,43.9,11,190.11,781,271,113,45,4152.75,6,3.29,0.523,C
2023-03-12,77,99,168.4,45.4,13,179.54,775,299,88,28,2780.32,7,3.21,0.368,A
2023-03-13,132,173,137.1,53.5,3,181.22,1165,412,137,45,3982.67,5,3.97,0.347,A
2023-03-14,148,176,129.2,56.3,19,183.6,1168,421,135,33,2916.78,15,3.68,0.228,A
2023-03-15,139,340,168.2,53.8,5,198.0,1196,424,145,51,5485.9,9,3.45,0.368,B
2023-03-16,118,230,138.3,48.7,13,194.68,1192,422,146,53,6175.9,22,3.31,0.453,A
2023-03-17,60,80,163.6,36.3,1,200.36,1156,390,138,46,3574.49,4,3.52,0.762,C
2023-03-18,65,167,122.2,52.1,4,189.38,776,285,101,39,2934.48,13,3.93,0.601,C
2023-03-19,99,194,116.2,57.7,17,195.42,804,338,91,45,3615.75,12,3.51,0.455,C
2023-03-20,87,238,168.9,54.4,8,200.26,1170,402,148,58,5227.06,-5,3.4,0.668,A
2023-03-21,140,147,156.3,51.1,13,191.07,1158,407,143,46,4648.02,13,4.06,0.333,D
2023-03-22,146,221,173.1,42.1,11,198.87,1148,393,137,34,3357.67,2,3.27,0.232,C
2023-03-23,124,176,136.7,46.9,8,187.81,1174,401,138,39,3600.01,11,4.34,0.313,A
2023-03-24,29,-50,130.1,59.5,16,190.92,1152,434,157,44,4232.3,-4,3.55,1.477,B
2023-03-25,44,124,184.0,40.6,8,190.83,798,266,89,31,2517.0,8,2.62,0.709,C
2023-03-26,139,209,111.9,44.8,0,182.78,827,280,101,29,2569.24,0,3.8,0.215,B
2023-03-27,101,199,181.3,52.5,5,199.69,1156,373,132,34,3093.29,10,3.51,0.339,B
2023-03-28,63,218,183.0,45.5,12,190.19,1176,396,155,39,2730.33,12,3.42,0.621,C
2023-03-29,159,237,171.5,42.2,11,195.05,1177,378,148,32,2368.47,25,3.71,0.205,A
2023-03-30,114,162,132.8,57.3,2,199.77,1135,410,130,40,3053.42,3,3.96,0.35,D
2023-03-31,151,247,129.6,52.1,6,199.45,1155,460,142,33,3360.14,15,3.79,0.219,A
2023-04-01,97,205,144.7,47.3,7,201.65,862,294,105,25,2440.51,11,3.52,0.264,A
2023-04-02,95,124,117.6,44.6,7,194.01,784,241,89,25,2603.5,25,3.73,0.268,A
2023-04-03,122,164,126.0,60.2,2,190.75,1106,405,138,31,1922.55,-2,3.95,0.258,B
2023-04-04,134,268,166.1,48.2,6,194.15,1113,375,136,50,3776.69,4,3.35,0.372,D
2023-04-05,187,318,166.2,55.3,5,178.03,1170,435,142,56,5410.16,46,3.27,0.301,D
2023-04-06,151,139,123.8,54.5,12,180.38,1170,403,140,39,2149.68,12,4.39,0.26,D
2023-04-07,74,57,166.9,45.7,13,181.55,1165,395,143,39,4191.04,-11,3.38,0.535,B
2023-04-08,102,238,161.4,46.0,8,184.72,854,295,104,41,2818.52,4,3.63,0.405,B
2023-04-09,111,197,187.7,54.7,7,198.6,737,273,88,23,2536.43,-16,3.71,0.211,B
2023-04-10,157,214,164.2,55.7,9,185.44,1178,408,136,37,2918.47,18,3.98,0.237,A
2023-04-11,110,168,176.5,38.6,5,190.59,1213,414,159,63,6200.87,19,4.08,0.57,D
2023-04-12,149,240,161.9,51.3,4,207.22,1131,392,127,51,6272.26,5,3.9,0.346,B
2023-04-13,145,268,174.5,47.4,4,190.52,1153,378,141,53,3717.25,9,3.25,0.372,B
2023-04-14,194,242,117.8,45.1,6,201.3,1140,407,134,54,5244.78,28,3.36,0.28,B
2023-04-15,57,50,147.0,50.4,3,184.41,786,239,108,13,336.05,-11,3.69,0.239,C
2023-04-16,67,122,149.0,42.3,7,126.98,803,272,89,42,4059.18,-6,3.42,0.629,A
2023-04-17,114,178,143.9,46.9,9,119.4,1202,436,138,49,4310.35,9,3.14,0.427,C
2023-04-18,106,198,161.1,44.6,-1,125.37,1213,430,137,55,5055.21,3,3.83,0.523,C
2023-04-19,90,83,165.9,45.9,6,137.01,1147,413,140,47,3831.04,6,3.25,0.524,D
2023-04-20,40,82,159.8,48.3,4,111.18,1213,423,134,42,4216.51,-8,3.6,1.057,A
2023-04-21,105,223,145.6,44.1,8,132.63,1155,427,134,42,3071.97,12,4.23,0.398,A
2023-04-22,99,183,131.6,57.6,6,130.48,859,319,85,33,3602.46,8,3.66,0.333,B
2023-04-23,65,111,177.4,50.4,-1,121.98,803,290,98,28,2368.66,11,3.78,0.44,D
2023-04-24,173,272,158.7,57.6,0,113.27,1153,422,134,54,4199.05,19,3.38,0.314,D
2023-04-25,118,148,124.5,49.2,6,128.25,1158,420,127,25,3069.75,13,4.02,0.212,B
2023-04-26,167,264,145.2,46.4,11,122.02,1241,425,157,47,4210.48,2,3.63,0.282,A
2023-04-27,122,259,106.4,59.5,-4,129.43,1169,382,129,64,6768.17,17,3.25,0.525,A
2023-04-28,140,218,150.9,46.1,8,127.09,1120,400,140,40,4243.03,10,3.68,0.288,C
2023-04-29,96,109,145.0,48.3,13,142.66,826,300,93,27,2111.15,7,3.63,0.29,A
2023-04-30,121,170,135.6,53.2,5,124.01,785,296,107,26,2360.47,22,3.73,0.219,B
2023-05-01,117,197,189.6,41.2,8,115.92,1120,373,140,49,4511.16,4,3.95,0.422,D
2023-05-02,132,192,121.1,53.7,2,127.69,1160,387,131,35,3988.89,26,3.55,0.271,B
2023-05-03,126,226,167.7,51.2,5,127.83,1131,405,128,41,3927.91,27,4.26,0.326,B
2023-05-04,104,193,204.7,53.2,-1,138.95,1136,396,141,54,5013.57,17,3.18,0.523,A
2023-05-05,122,240,176.9,52.4,-5,133.43,1126,356,133,37,3296.63,2,4.24,0.307,A
2023-05-06,151,312,149.2,55.5,11,128.36,796,286,94,42,3791.16,-6,3.47,0.281,C
2023-05-07,72,165,121.6,49.6,2,139.13,797,241,105,43,4547.79,18,3.52,0.598,B
2023-05-08,119,145,115.9,46.0,3,112.31,1059,351,121,49,4484.01,13,3.52,0.415,A
2023-05-09,150,196,139.7,60.0,-1,117.49,1134,424,136,46,3979.01,7,3.65,0.308,A
2023-05-10,141,223,132.8,42.1,-1,114.3,1082,415,137,78,6750.88,25,3.8,0.551,A
2023-05-11,108,151,132.0,42.6,5,119.35,1065,348,134,53,4573.92,2,4.05,0.495,C
2023-05-12,39,6,141.8,52.2,1,109.15,1104,379,131,42,3147.24,0,3.49,1.078,C
2023-05-13,96,132,147.4,57.2,8,128.93,774,272,90,21,1521.97,14,3.7,0.219,B
2023-05-14,11,-5,162.1,49.5,8,120.01,749,297,76,21,2704.8,-9,2.56,1.865,B
2023-05-15,159,220,119.1,55.2,6,107.18,1121,382,126,56,4984.91,14,3.48,0.355,A
2023-05-16,113,165,132.9,39.7,6,111.37,1053,359,128,59,5670.34,22,3.28,0.522,B
2023-05-17,143,288,146.0,46.7,14,124.3,1078,408,128,59,4074.26,16,3.33,0.412,A
2023-05-18,80,138,145.1,39.8,1,129.18,1069,366,128,49,4721.98,20,3.38,0.614,D
2023-05-19,64,226,195.9,51.1,6,140.39,1082,393,138,33,2928.55,17,3.66,0.519,A
2023-05-20,89,151,155.8,41.0,13,149.18,764,238,82,32,2691.87,9,3.14,0.364,B
2023-05-21,76,107,109.7,44.2,12,123.8,723,249,84,15,1460.43,-15,3.83,0.199,A
2023-05-22,94,150,160.5,51.2,-1,109.37,1095,350,132,28,2273.59,-1,4.22,0.298,C
2023-05-23,111,190,163.6,53.8,3,97.54,1071,353,122,43,2816.23,18,4.03,0.388,A
2023-05-24,189,324,146.9,48.3,12,121.14,1009,370,132,51,5095.33,3,3.61,0.272,D
2023-05-25,128,309,119.7,53.1,8,109.92,1003,350,127,53,4940.05,9,3.25,0.416,A
2023-05-26,139,181,194.0,49.9,6,113.48,1058,364,129,47,4109.18,17,3.87,0.339,D
2023-05-27,100,203,123.3,49.0,4,111.09,731,241,102,40,3120.1,24,2.99,0.399,C
2023-05-28,119,201,166.5,42.9,3,115.38,732,252,75,16,790.9,6,4.22,0.142,A
2023-05-29,102,84,155.0,51.6,7,127.02,1046,372,125,38,3558.57,3,3.64,0.375,A
2023-05-30,45,110,165.0,51.5,4,117.49,1050,387,128,25,3131.22,3,4.09,0.571,B
2023-05-31,103,228,192.7,51.8,5,113.9,1067,321,120,20,1972.19,13,3.32,0.201,D
2023-06-01,126,160,164.0,50.0,5,104.68,1002,334,122,47,3574.69,11,3.98,0.374,D
2023-06-02,71,113,136.0,43.7,1,97.84,996,351,110,27,2627.22,17,3.66,0.393,A
2023-06-03,66,20,177.6,51.3,8,109.27,686,238,87,35,3167.66,-1,3.47,0.533,B
2023-06-04,59,32,134.2,49.6,20,113.14,724,261,95,40,4065.48,7,3.05,0.675,A
2023-06-05,149,292,154.1,46.4,-2,130.89,1056,375,128,38,3752.79,19,3.97,0.256,A
2023-06-06,125,177,117.7,48.8,7,114.05,1001,344,105,41,2203.76,8,3.94,0.327,C
2023-06-07,114,126,124.2,46.6,2,122.11,935,316,104,27,2728.26,19,4.34,0.239,B
2023-06-08,117,199,151.3,53.4,8,106.81,955,329,119,21,1412.55,13,4.16,0.181,A
2023-06-09,98,131,159.2,41.5,5,99.48,976,364,117,39,2807.28,17,3.5,0.396,D
2023-06-10,77,100,107.4,45.7,8,101.2,681,223,60,15,1289.78,9,3.54,0.198,C
2023-06-11,37,96,162.4,46.9,11,103.12,683,237,91,25,2464.57,7,3.05,0.675,C
2023-06-12,36,0,129.5,57.9,7,131.17,990,350,119,55,4195.22,-2,3.22,1.53,A
2023-06-13,106,124,182.0,53.0,10,101.18,975,372,110,20,2186.39,4,3.61,0.192,D
2023-06-14,108,181,141.2,41.1,-5,117.29,1011,348,129,46,4545.18,23,4.1,0.426,B
2023-06-15,136,267,121.9,56.9,12,99.38,955,353,109,28,2559.01,20,3.99,0.206,B
2023-06-16,144,293,151.9,55.7,7,117.23,945,355,107,47,3826.12,4,3.84,0.327,A
2023-06-17,120,159,127.1,44.0,10,111.26,691,240,85,31,2382.75,13,3.7,0.265,D
2023-06-18,32,98,181.7,35.1,0,105.34,627,215,89,32,3449.93,-20,3.39,1.005,B
2023-06-19,86,99,150.0,48.6,1,106.0,969,332,129,31,2064.83,2,3.71,0.361,D
2023-06-20,112,271,146.2,54.8,5,99.35,956,329,117,33,3506.72,20,3.65,0.294,C
2023-06-21,172,219,164.8,56.4,5,109.85,944,347,116,48,4305.58,16,3.98,0.283,C
2023-06-22,146,300,124.9,45.7,6,100.33,991,351,125,61,5470.0,15,3.62,0.42,C
2023-06-23,129,174,117.8,59.0,10,92.12,920,326,100,38,2604.14,-17,3.52,0.296,D
2023-06-24,58,193,160.2,37.5,-4,91.08,716,228,91,22,1927.42,1,3.87,0.382,A
2023-06-25,41,96,122.5,48.3,10,105.08,644,206,71,26,2715.08,7,3.47,0.637,A
2023-06-26,114,132,122.5,48.0,5,118.63,887,353,109,59,4699.0,16,3.73,0.52,C
2023-06-27,60,71,170.9,53.9,4,103.92,922,319,108,35,3411.39,15,3.4,0.576,B
2023-06-28,80,167,163.1,55.0,-2,100.62,883,293,110,50,4634.1,5,3.13,0.635,B
2023-06-29,88,194,118.7,55.0,7,104.15,889,339,107,28,2267.67,7,4.26,0.325,C
2023-06-30,137,215,134.5,42.9,-6,113.83,918,327,85,29,3091.41,0,4.29,0.216,B
2023-07-01,57,94,127.4,54.2,8,102.45,648,238,79,31,1765.31,3,3.82,0.554,C
2023-07-02,-13,16,194.4,49.8,-2,95.63,609,210,78,27,2675.11,-13,3.88,0.0,B
2023-07-03,109,182,172.7,39.7,5,110.29,922,316,114,30,3533.51,-7,3.69,0.276,D
2023-07-04,73,52,139.5,39.1,4,103.0,923,319,109,25,3054.41,-3,4.13,0.355,A
2023-07-05,98,117,164.4,53.6,11,113.55,926,296,124,49,4652.72,24,3.49,0.502,C
2023-07-06,88,153,116.1,49.5,4,99.51,894,311,109,47,4164.7,6,3.38,0.542,D
2023-07-07,83,194,133.2,43.2,0,84.92,915,326,113,53,4453.66,10,4.05,0.634,A
2023-07-08,79,208,152.6,47.9,1,82.97,552,230,74,44,3862.39,2,3.54,0.56,B
2023-07-09,18,68,161.3,50.4,11,112.65,596,210,74,25,2526.06,-16,3.44,1.359,B
2023-07-10,71,128,147.6,48.7,8,112.86,834,245,92,27,2057.66,16,3.27,0.384,B
2023-07-11,107,209,156.2,41.0,2,93.32,859,298,83,42,4230.31,-10,3.84,0.398,B
2023-07-12,66,72,152.0,58.3,3,90.78,834,346,96,37,4439.57,1,4.17,0.565,A
2023-07-13,34,48,145.9,54.2,-2,108.71,841,311,107,23,2063.93,2,3.48,0.666,D
2023-07-14,112,138,142.6,47.6,6,82.52,898,298,105,23,1482.86,13,3.75,0.213,A
2023-07-15,89,81,139.3,48.0,-4,84.14,581,215,76,29,1973.89,1,3.39,0.327,B
2023-07-16,61,115,155.8,50.6,8,99.02,595,193,72,22,2398.75,-12,4.04,0.362,B
2023-07-17,25,49,160.3,42.9,5,88.14,821,260,108,33,2977.12,-5,2.72,1.316,A
2023-07-18,110,211,155.0,50.4,16,91.54,826,282,96,43,4398.11,3,3.65,0.398,A
2023-07-19,31,78,120.5,43.5,-1,89.46,820,288,102,39,3315.07,-4,2.63,1.252,D
2023-07-20,93,162,125.0,49.6,4,93.98,828,252,103,47,4699.21,19,4.06,0.507,C
2023-07-21,63,129,160.0,42.8,14,104.19,846,273,113,17,1481.35,-5,4.13,0.272,A
2023-07-22,30,47,186.8,41.9,10,90.54,614,215,60,21,1567.75,6,3.43,0.697,C
2023-07-23,44,91,153.8,57.1,1,95.59,570,191,64,28,2340.4,6,3.14,0.637,B
2023-07-24,77,88,139.7,49.7,4,68.17,815,293,104,17,1012.66,17,4.28,0.23,A
2023-07-25,58,111,155.6,49.8,4,87.71,759,241,103,26,3400.34,4,3.52,0.458,C
2023-07-26,98,191,121.6,40.1,5,79.29,786,289,96,24,2140.4,17,3.47,0.247,B
2023-07-27,68,75,182.7,44.7,0,75.06,813,261,95,30,3049.93,5,3.12,0.445,A
2023-07-28,111,180,154.7,51.1,3,78.0,807,315,102,50,4300.74,15,3.44,0.455,D
2023-07-29,61,67,133.3,50.6,-3,82.98,550,158,72,43,3386.79,-8,3.0,0.702,A
2023-07-30,37,34,145.8,38.4,5,95.02,567,176,65,12,973.4,-22,3.56,0.319,A
2023-07-31,54,31,136.8,50.6,5,72.15,783,282,96,34,3690.47,9,3.71,0.638,A
2023-08-01,31,114,182.8,49.5,3,85.27,800,313,105,39,3297.5,7,2.9,1.24,C
2023-08-02,84,187,144.9,55.6,-4,79.68,769,275,107,39,3152.5,13,3.73,0.474,C
2023-08-03,67,134,153.9,45.6,8,80.8,746,272,95,35,3257.3,1,3.36,0.523,D
2023-08-04,7,110,164.3,37.2,6,93.67,762,267,91,32,3203.82,15,0.62,4.251,A
2023-08-05,27,35,131.5,44.8,0,88.59,436,132,51,33,3805.5,-1,3.62,1.189,C
2023-08-06,27,195,154.8,43.3,3,96.16,533,176,68,35,3369.0,6,2.87,1.283,B
2023-08-07,109,163,156.9,52.4,-3,80.82,631,196,74,15,1683.7,16,4.0,0.139,B
2023-08-08,16,39,111.1,37.0,-1,74.99,685,214,83,33,3410.72,18,1.93,2.0,A
2023-08-09,32,31,156.3,46.5,1,79.3,747,269,81,33,2476.18,0,3.61,1.06,D
2023-08-10,111,197,148.9,56.2,10,83.56,744,238,99,37,2850.08,4,3.59,0.331,A
2023-08-11,110,218,153.2,48.9,0,82.5,691,248,73,37,2864.13,-3,4.04,0.343,C
2023-08-12,28,40,150.9,53.4,6,69.5,484,143,54,19,1053.35,18,3.43,0.663,B
2023-08-13,36,146,156.5,40.5,1,80.86,544,196,66,24,2628.32,7,3.63,0.687,A
2023-08-14,90,157,183.4,39.7,5,81.86,701,235,100,34,3240.6,13,3.9,0.379,D
2023-08-15,10,29,120.5,57.4,4,104.38,780,301,90,7,712.71,32,3.27,0.748,D
2023-08-16,18,-15,141.4,49.8,9,97.6,709,254,79,22,758.34,5,3.36,1.214,B
2023-08-17,63,122,166.7,48.8,0,69.94,718,276,81,20,2856.45,-6,3.52,0.319,C
2023-08-18,120,185,162.0,42.9,-4,75.24,751,247,103,22,1611.89,10,4.08,0.191,B
2023-08-19,34,25,161.5,49.0,-3,63.13,493,173,36,25,3354.61,-6,3.29,0.743,C
2023-08-20,49,39,218.8,40.5,0,71.51,457,140,46,19,1067.15,0,3.78,0.405,A
2023-08-21,102,297,165.4,54.3,-2,80.24,690,233,104,37,2928.69,6,3.57,0.363,B
2023-08-22,134,202,178.3,61.5,6,88.81,689,236,87,24,1116.99,7,3.87,0.183,B
2023-08-23,47,3,142.3,51.7,1,69.14,646,211,68,23,2311.43,-9,3.28,0.495,B
2023-08-24,73,82,125.2,46.8,15,69.57,677,212,80,35,2675.71,23,3.68,0.489,B
2023-08-25,118,186,142.1,36.6,-5,54.33,659,202,79,19,1208.13,14,3.88,0.164,A
2023-08-26,6,37,167.8,39.9,4,73.88,503,129,67,20,1191.28,-1,1.29,3.18,D
2023-08-27,77,151,160.2,56.4,-2,64.59,474,145,71,33,3378.5,15,3.64,0.429,A
2023-08-28,36,92,160.1,43.5,1,69.63,665,245,83,7,1020.34,8,3.88,0.203,A
2023-08-29,71,82,144.6,47.4,4,65.87,668,202,75,23,3051.85,9,3.55,0.333,B
2023-08-30,57,108,140.7,52.7,-7,73.43,676,209,87,24,1826.33,12,3.62,0.422,C
2023-08-31,41,22,145.5,56.6,4,56.53,685,275,76,22,2099.43,5,3.27,0.534,A
2023-09-01,39,32,168.1,47.3,14,96.1,634,209,67,16,795.49,10,4.38,0.403,B
2023-09-02,53,39,171.0,46.1,4,131.69,432,157,37,13,1048.08,12,4.11,0.254,C
2023-09-03,81,71,124.8,50.4,6,97.16,495,186,46,34,2867.34,9,3.74,0.424,A
2023-09-04,64,156,169.1,45.1,10,98.72,645,239,70,20,2121.44,4,4.09,0.324,D
2023-09-05,65,139,133.7,46.8,5,127.72,613,184,64,24,2755.83,21,3.1,0.38,B
2023-09-06,85,185,161.7,50.6,3,138.07,667,228,82,48,4855.09,3,2.78,0.567,C
2023-09-07,34,57,145.2,50.1,-6,96.99,666,200,70,16,1086.77,7,3.5,0.481,A
2023-09-08,86,176,189.1,58.1,8,104.72,604,260,47,35,3729.7,12,3.25,0.417,C
2023-09-09,72,28,139.5,51.6,5,111.53,460,129,46,14,1301.64,1,3.77,0.202,D
2023-09-10,126,244,154.5,54.6,1,125.13,474,145,53,38,3319.28,4,3.82,0.307,A
2023-09-11,56,99,165.2,43.0,5,97.71,656,209,73,31,2496.74,2,3.83,0.56,A
2023-09-12,53,116,128.2,52.5,2,104.87,662,202,91,32,2682.9,0,3.17,0.616,A
2023-09-13,84,153,148.2,45.5,3,114.86,600,237,67,22,2901.91,-6,3.91,0.268,A
2023-09-14,93,99,143.3,51.2,8,111.21,651,276,85,21,2071.18,2,3.82,0.229,D
2023-09-15,46,0,137.2,53.0,-1,102.88,630,211,75,23,2193.99,7,3.7,0.504,B
2023-09-16,35,20,139.0,49.7,10,105.1,432,124,51,24,2106.66,16,3.28,0.703,C
2023-09-17,62,128,177.8,59.9,-2,92.51,472,120,50,17,2792.2,11,4.19,0.279,D
2023-09-18,44,104,135.0,56.7,1,103.7,680,233,81,23,2749.67,-21,3.55,0.53,D
2023-09-19,62,31,164.2,54.3,14,103.25,689,234,76,21,1538.92,12,4.26,0.338,D
2023-09-20,74,70,157.9,52.5,11,108.09,674,222,82,36,3103.37,1,3.38,0.483,B
2023-09-21,95,116,115.1,59.2,5,100.08,630,225,73,36,3196.19,14,3.91,0.386,B
2023-09-22,46,56,163.0,41.3,0,110.22,643,233,69,15,1455.75,4,3.72,0.33,A
2023-09-23,-7,-80,114.7,57.3,3,115.53,465,169,63,10,626.68,-2,3.9,0.0,B
2023-09-24,-10,-88,165.7,43.4,5,106.86,445,149,56,19,1939.2,-2,4.19,0.0,B
2023-09-25,27,3,137.3,46.7,5,108.74,635,200,72,37,4068.88,2,2.85,1.327,A
2023-09-26,28,49,150.2,51.8,4,105.68,655,242,79,36,2618.88,16,2.17,1.295,B
2023-09-27,60,37,117.6,56.5,5,105.09,628,220,74,10,395.77,5,2.94,0.177,B
2023-09-28,26,36,153.1,43.1,3,97.83,608,230,66,17,1371.13,13,3.84,0.671,B
