data,visite_sito,visualizzazioni_pagina,durata_media_sessione,frequenza_rimbalzo,click_annunci,spesa_ads,email_inviate,aperture_email,click_email,ordini,valore_totale_ordini,utenti_nuovi,churn_rate,tasso_conversione,segmento_dominante
2023-01-21,89,147,162.7,52.0,8,132.36,657,272,98,38,3679.47,15,3.28,0.85,C
2023-01-22,80,137,158.8,57.0,8,131.95,656,258,99,36,3638.5,11,3.3,0.824,C
2023-01-23,121,206,146.9,51.9,9,136.33,959,384,147,57,5385.36,20,3.09,1.0,C
2023-01-24,117,187,156.4,56.1,7,134.14,961,385,145,54,5387.85,17,3.12,1.0,B
2023-01-25,120,214,152.2,52.1,9,134.16,962,384,146,50,4726.19,17,3.13,1.0,A
2023-01-26,116,197,157.2,54.8,7,134.88,956,379,146,54,5128.1,18,3.12,1.0,A
2023-01-27,122,213,136.6,56.6,9,137.2,969,380,143,56,5234.66,16,3.1,1.0,C
2023-01-28,86,142,148.5,50.5,8,137.42,681,273,104,36,3506.77,13,3.26,0.844,C
2023-01-29,84,142,149.4,51.6,8,138.06,683,269,102,39,3626.86,10,3.26,0.868,C
2023-01-30,119,196,156.2,50.1,8,138.64,982,393,142,57,5340.08,16,3.1,1.0,B
2023-01-31,123,217,143.7,50.4,8,142.6,983,389,143,53,5157.05,14,3.09,1.0,A
2023-02-01,118,204,125.0,55.1,7,138.03,987,389,146,55,5358.7,17,3.08,1.0,A
2023-02-02,124,214,139.2,52.6,8,138.34,990,397,150,54,5246.0,22,3.11,1.0,C
2023-02-03,131,232,149.4,52.6,7,138.26,993,398,149,60,5670.84,19,3.11,1.0,B
2023-02-04,91,163,150.6,53.6,9,141.63,687,278,103,39,3728.01,15,3.22,0.881,C
2023-02-05,90,158,166.8,47.9,7,143.17,699,291,109,41,3919.45,18,3.18,0.919,A
2023-02-06,124,201,155.8,54.8,9,141.18,999,401,147,58,5615.32,19,3.09,1.0,B
2023-02-07,118,195,150.8,51.8,7,140.22,999,402,150,58,5631.3,16,3.09,1.0,D
2023-02-08,122,200,149.7,53.6,8,140.74,1017,401,153,56,5343.89,17,3.08,1.0,A
2023-02-09,130,227,161.0,53.2,8,144.18,1021,402,152,56,5546.87,20,3.12,1.0,A
2023-02-10,125,214,144.1,55.5,10,144.84,1022,417,153,59,5690.84,18,3.09,1.0,C
2023-02-11,88,140,148.6,52.4,9,144.91,714,281,104,38,3580.7,12,3.25,0.874,B
2023-02-12,90,152,139.1,48.8,8,142.95,722,284,111,38,3665.33,16,3.26,0.885,D
2023-02-13,124,201,164.2,51.9,9,145.2,1025,410,152,57,5610.73,21,3.07,1.0,D
2023-02-14,123,209,153.9,52.7,7,145.41,1029,411,158,57,5584.77,15,3.08,1.0,C
2023-02-15,127,205,142.9,50.8,9,146.06,1026,406,154,61,5930.08,17,3.04,1.0,A
2023-02-16,127,220,148.9,52.9,11,147.79,1037,413,158,60,5691.83,18,3.07,1.0,B
2023-02-17,127,218,155.1,51.5,9,146.92,1038,421,156,57,5393.56,20,3.05,1.0,D
2023-02-18,89,164,147.5,49.9,9,148.25,722,285,108,40,3834.96,16,3.23,0.898,B
2023-02-19,94,166,144.7,54.1,9,147.43,730,285,108,37,3725.45,19,3.24,0.893,D
2023-02-20,130,218,143.5,51.7,10,148.28,1046,423,157,57,5471.63,19,3.07,1.0,C
2023-02-21,130,227,153.4,51.5,7,149.35,1058,426,159,62,5966.76,19,3.06,1.0,A
2023-02-22,132,215,146.4,51.8,7,145.56,1056,419,157,64,6052.59,21,3.08,1.0,B
2023-02-23,131,215,145.5,55.2,9,148.21,1054,414,158,61,5764.96,18,3.05,1.0,C
2023-02-24,130,224,136.6,53.1,8,148.27,1058,420,158,59,5628.53,19,3.08,1.0,A
2023-02-25,96,147,150.8,52.6,10,148.3,742,296,116,43,4064.28,14,3.17,0.964,B
2023-02-26,95,162,148.2,51.7,9,149.37,742,303,111,40,3994.26,9,3.16,0.924,C
2023-02-27,130,214,146.8,53.6,7,153.25,1059,418,162,65,6158.81,20,3.07,1.0,A
2023-02-28,132,225,152.0,55.1,8,148.86,1066,426,160,60,5700.47,19,3.04,1.0,B
2023-03-01,131,215,157.5,53.4,11,228.31,1065,429,160,65,6054.3,22,3.06,1.0,C
2023-03-02,132,227,157.0,53.5,13,223.48,1065,414,157,62,5991.35,20,3.04,1.0,C
2023-03-03,138,235,155.5,53.4,13,226.63,1076,436,160,57,5588.67,18,3.11,1.0,B
2023-03-04,99,177,147.6,49.9,13,228.07,755,296,114,42,4151.19,14,3.13,0.965,D
2023-03-05,98,167,144.3,51.0,15,229.34,745,300,115,42,4033.14,11,3.12,0.963,D
2023-03-06,138,229,139.6,52.6,15,230.0,1079,433,162,61,5872.37,18,3.07,1.0,B
2023-03-07,137,232,144.1,51.3,14,230.57,1086,440,166,63,5923.23,22,3.06,1.0,A
2023-03-08,138,226,150.2,50.4,12,228.67,1088,438,165,68,6522.53,20,3.02,1.0,C
2023-03-09,141,242,142.1,49.1,14,228.81,1090,424,167,61,5831.31,23,3.08,1.0,A
2023-03-10,140,243,151.0,49.8,14,231.8,1087,431,163,62,5926.65,17,3.02,1.0,D
2023-03-11,98,183,140.3,52.5,14,230.04,757,304,118,46,4415.97,14,3.09,1.0,B
2023-03-12,102,170,133.4,53.2,15,228.2,757,302,113,43,4112.29,14,3.13,0.974,B
2023-03-13,138,233,158.2,50.5,13,228.8,1093,440,162,62,5833.67,23,3.08,1.0,B
2023-03-14,141,236,145.3,52.9,16,229.52,1094,442,162,59,5603.32,23,3.1,1.0,B
2023-03-15,139,238,141.6,52.1,13,232.63,1100,443,170,64,6286.63,22,3.08,1.0,D
2023-03-16,140,241,139.1,55.2,15,232.19,1101,439,167,64,6369.66,24,3.06,1.0,A
2023-03-17,135,230,154.2,52.0,12,233.53,1096,429,164,63,5820.63,20,3.02,1.0,D
2023-03-18,100,178,163.7,53.2,13,231.53,762,302,117,46,4203.11,18,3.12,1.0,A
2023-03-19,108,180,146.0,53.1,15,232.92,767,309,116,47,4387.01,14,3.14,1.0,C
2023-03-20,138,241,147.8,49.8,14,234.05,1100,435,169,66,6245.15,19,3.08,1.0,D
2023-03-21,140,241,160.7,51.8,15,232.37,1099,443,162,62,5940.35,22,3.08,1.0,B
2023-03-22,138,234,131.9,50.9,14,234.08,1098,444,164,60,5740.1,18,3.05,1.0,A
2023-03-23,138,232,169.7,51.3,14,231.99,1103,442,165,61,5814.78,22,3.06,1.0,D
2023-03-24,144,262,174.4,49.8,15,232.73,1100,425,161,61,5864.05,22,3.1,1.0,D
2023-03-25,97,159,122.9,54.6,14,232.82,769,301,117,45,4187.34,17,3.09,1.0,B
2023-03-26,98,168,149.0,49.9,12,231.3,774,319,116,43,4046.09,15,3.13,0.963,B
2023-03-27,134,223,142.8,52.9,13,234.75,1102,438,167,61,5788.56,20,3.09,1.0,D
2023-03-28,138,247,147.4,53.8,15,232.92,1106,432,171,62,5754.99,22,3.06,1.0,A
2023-03-29,135,235,145.8,54.5,14,233.94,1106,449,165,59,5509.89,19,3.05,1.0,C
2023-03-30,140,233,158.1,50.6,13,234.92,1099,440,164,62,5740.36,20,3.1,1.0,B
2023-03-31,147,254,148.9,52.6,13,234.88,1103,447,166,60,5786.84,23,3.08,1.0,A
2023-04-01,99,171,140.9,53.3,14,235.33,781,314,119,43,4118.1,15,3.13,0.986,D
2023-04-02,94,156,148.3,55.7,14,233.8,768,309,114,42,4073.95,13,3.15,0.946,B
2023-04-03,140,244,155.1,49.3,13,233.13,1094,440,163,59,5441.4,21,3.11,1.0,D
2023-04-04,136,234,138.2,51.3,13,233.78,1095,442,166,64,5901.78,24,3.06,1.0,B
2023-04-05,143,245,133.5,58.9,13,230.51,1105,453,166,65,6206.18,21,3.09,1.0,B
2023-04-06,139,236,169.9,51.0,15,230.93,1104,447,162,60,5437.84,20,3.09,1.0,B
2023-04-07,138,237,143.6,49.0,15,231.09,1103,433,163,61,5910.87,17,3.06,1.0,B
2023-04-08,100,171,148.6,51.4,14,231.64,778,314,120,46,4226.95,15,3.1,1.0,D
2023-04-09,100,171,146.0,47.2,14,234.32,759,309,115,42,4082.89,16,3.17,0.972,C
2023-04-10,139,232,155.5,52.7,14,231.58,1104,448,164,60,5658.28,22,3.1,1.0,C
2023-04-11,138,247,167.7,53.2,13,232.48,1109,442,166,65,6322.01,21,3.02,1.0,B
2023-04-12,137,226,155.8,50.4,13,235.68,1095,444,164,64,6380.55,23,3.07,1.0,A
2023-04-13,134,232,134.8,52.3,13,232.19,1098,444,166,64,5851.58,22,3.06,1.0,A
2023-04-14,139,235,136.2,55.0,13,234.18,1095,451,162,63,6062.71,23,3.05,1.0,C
2023-04-15,93,170,146.0,49.2,13,230.63,764,302,113,39,3520.99,16,3.21,0.913,B
2023-04-16,95,156,147.3,50.0,9,154.43,766,304,115,46,4435.07,17,3.08,0.999,B
2023-04-17,140,232,132.8,52.9,10,152.78,1103,440,165,63,5988.52,21,3.05,1.0,B
2023-04-18,137,226,158.2,50.6,8,153.84,1104,439,167,65,6177.72,18,3.04,1.0,B
2023-04-19,137,236,139.1,52.5,9,156.01,1092,432,161,62,5792.78,22,3.06,1.0,C
2023-04-20,136,222,164.9,49.2,9,150.69,1101,427,166,63,6026.36,22,3.06,1.0,C
2023-04-21,139,233,168.2,52.0,10,154.81,1091,434,166,62,5757.96,24,3.05,1.0,D
2023-04-22,100,155,147.5,52.3,9,154.2,771,310,117,45,4365.76,18,3.16,0.993,A
2023-04-23,96,166,154.4,53.4,8,152.32,761,302,114,43,4017.69,18,3.16,0.969,B
2023-04-24,137,229,137.7,53.5,8,150.38,1086,444,163,63,5872.36,22,3.1,1.0,A
2023-04-25,137,223,156.2,52.6,9,153.18,1086,434,161,58,5641.26,21,3.08,1.0,D
2023-04-26,136,238,145.0,49.9,10,151.72,1098,446,165,61,5814.51,18,3.06,1.0,C
2023-04-27,130,211,139.1,54.0,7,152.99,1085,435,165,66,6473.78,20,3.09,1.0,B
2023-04-28,135,235,147.1,52.0,9,152.29,1075,434,161,60,5802.96,19,3.06,1.0,D
2023-04-29,98,162,145.3,52.4,11,155.17,758,305,112,42,3904.87,15,3.16,0.95,B
2023-04-30,98,177,146.7,54.8,9,151.2,750,307,112,41,3870.14,15,3.2,0.936,A
2023-05-01,130,227,159.5,50.6,10,149.33,1070,428,161,62,5856.0,20,3.04,1.0,B
2023-05-02,130,215,142.1,55.6,8,151.43,1075,432,160,59,5755.57,19,3.09,1.0,A
2023-05-03,134,221,167.4,54.5,9,151.2,1068,429,161,60,5788.12,22,3.08,1.0,D
2023-05-04,132,228,136.7,54.7,8,153.15,1067,425,161,63,5968.13,14,3.09,1.0,C
2023-05-05,125,211,166.2,49.7,7,151.76,1063,427,161,59,5610.49,19,3.09,1.0,C
2023-05-06,95,161,139.8,48.6,10,150.46,744,309,114,45,4257.01,17,3.15,0.983,D
2023-05-07,88,158,150.0,54.7,8,152.32,743,296,113,45,4358.08,17,3.15,0.955,C
2023-05-08,127,210,145.1,53.0,8,146.66,1046,420,155,61,5755.22,20,3.05,1.0,B
2023-05-09,135,229,146.6,51.2,7,147.38,1056,429,157,60,5631.51,24,3.11,1.0,A
2023-05-10,135,236,158.0,54.4,7,146.43,1045,424,157,66,6215.94,21,3.03,1.0,B
2023-05-11,126,219,165.0,50.0,9,147.12,1040,416,155,61,5720.11,19,3.04,1.0,D
2023-05-12,128,217,161.9,51.1,8,144.75,1044,406,154,59,5467.64,20,3.09,1.0,D
2023-05-13,92,155,146.0,53.8,9,148.37,730,294,109,39,3663.31,14,3.25,0.903,C
2023-05-14,97,152,151.8,50.2,9,146.24,724,278,108,41,3999.6,13,3.19,0.924,A
2023-05-15,128,210,142.2,52.7,9,143.32,1040,423,155,61,5792.38,18,3.09,1.0,A
2023-05-16,126,217,140.1,55.2,9,143.81,1026,411,153,61,5904.63,17,3.03,1.0,D
2023-05-17,133,225,138.5,53.5,10,146.03,1028,416,157,62,5666.25,21,3.06,1.0,A
2023-05-18,126,214,145.6,55.2,8,146.63,1024,405,154,60,5732.48,19,3.04,1.0,B
2023-05-19,129,227,152.5,54.6,9,148.5,1023,402,158,57,5445.47,19,3.1,1.0,B
2023-05-20,87,139,130.9,53.5,10,149.88,716,288,108,41,3888.66,12,3.17,0.912,B
2023-05-21,89,150,149.5,47.8,10,144.41,707,283,105,37,3573.87,14,3.22,0.861,C
2023-05-22,121,206,165.2,49.5,7,141.13,1017,404,153,55,5134.21,20,3.1,1.0,D
2023-05-23,122,203,161.2,53.5,8,138.37,1011,405,152,58,5275.76,16,3.1,1.0,C
2023-05-24,127,226,144.1,49.7,10,142.69,997,413,150,58,5625.1,17,3.07,1.0,B
2023-05-25,124,216,136.0,52.5,9,140.03,994,402,153,60,5700.85,20,3.08,1.0,B
2023-05-26,123,212,154.6,52.9,9,140.33,1000,405,148,57,5395.68,16,3.09,1.0,D
2023-05-27,85,158,126.8,56.6,8,139.43,696,283,106,41,3834.03,14,3.21,0.898,B
2023-05-28,87,137,161.1,50.8,8,139.86,694,285,105,37,3402.91,16,3.23,0.864,B
2023-05-29,124,211,147.9,51.3,9,141.76,989,395,145,55,5230.4,22,3.1,1.0,C
2023-05-30,125,216,168.3,51.5,8,139.42,986,384,150,54,5256.08,20,3.1,1.0,A
2023-05-31,115,188,132.7,54.1,8,138.26,986,394,150,52,5001.35,19,3.11,1.0,A
2023-06-01,118,203,159.2,51.7,8,135.97,972,393,144,56,5180.69,22,3.09,1.0,D
2023-06-02,120,197,149.0,54.6,7,134.16,968,382,145,53,5081.4,13,3.07,1.0,C
2023-06-03,85,149,146.7,51.1,9,135.99,674,269,98,39,3688.82,12,3.26,0.857,A
2023-06-04,88,157,136.3,53.4,11,136.31,678,268,99,40,3892.54,15,3.24,0.871,A
2023-06-05,120,206,156.0,53.1,7,139.39,969,395,147,54,5235.64,17,3.08,1.0,D
2023-06-06,118,188,156.8,51.4,8,135.56,956,386,142,55,4908.39,20,3.08,1.0,C
2023-06-07,115,189,167.9,53.3,7,136.7,942,380,139,51,4911.91,17,3.09,1.0,C
2023-06-08,117,202,160.1,52.3,9,133.17,942,380,142,50,4645.68,18,3.12,1.0,A
2023-06-09,120,205,144.1,54.4,8,131.23,942,377,140,53,4934.87,18,3.07,1.0,D
2023-06-10,81,119,140.0,53.4,9,131.09,657,264,98,36,3361.63,11,3.29,0.802,D
2023-06-11,83,150,136.3,53.9,9,130.99,655,256,100,37,3555.97,11,3.27,0.837,B
2023-06-12,117,200,164.7,50.5,8,136.12,934,363,138,56,5172.46,18,3.11,1.0,B
2023-06-13,121,199,142.2,51.6,9,129.63,928,372,137,49,4728.57,17,3.13,1.0,C
2023-06-14,114,200,164.8,54.2,6,132.36,931,374,140,54,5182.41,19,3.06,1.0,D
2023-06-15,118,195,155.3,53.5,9,128.28,918,373,140,51,4830.19,19,3.13,1.0,C
2023-06-16,117,195,153.3,50.3,8,131.36,913,373,139,55,5091.31,20,3.11,1.0,D
2023-06-17,81,141,146.9,53.0,9,129.66,641,264,95,37,3381.05,10,3.27,0.809,C
2023-06-18,78,145,156.6,47.4,6,127.98,628,246,96,37,3646.96,8,3.23,0.824,B
2023-06-19,111,200,149.8,51.4,7,127.61,906,361,134,49,4518.6,17,3.1,1.0,B
2023-06-20,111,191,146.3,54.6,8,125.77,901,363,139,51,4938.32,22,3.12,1.0,D
2023-06-21,114,197,157.0,51.9,8,127.36,895,371,132,52,4922.27,20,3.13,1.0,A
2023-06-22,113,197,148.6,52.8,8,124.95,899,367,138,56,5275.21,16,3.07,1.0,A
2023-06-23,111,180,142.0,46.9,8,122.8,884,359,131,51,4627.96,18,3.13,1.0,C
2023-06-24,75,132,156.0,51.4,6,122.08,628,249,98,35,3332.43,13,3.26,0.799,B
2023-06-25,75,122,149.4,53.2,8,124.36,614,241,93,36,3458.82,9,3.31,0.782,D
2023-06-26,114,197,154.9,53.2,8,126.56,868,351,128,54,4961.39,20,3.08,1.0,A
2023-06-27,107,181,145.5,54.7,7,123.11,870,343,129,49,4718.23,16,3.13,1.0,B
2023-06-28,104,180,137.9,52.7,6,121.93,860,343,131,52,4969.64,15,3.12,1.0,A
2023-06-29,111,190,167.4,51.3,8,122.12,857,342,131,48,4500.65,17,3.13,1.0,C
2023-06-30,106,159,165.5,49.1,5,123.54,859,351,129,48,4657.59,18,3.08,1.0,C
2023-07-01,78,133,158.8,51.6,8,120.75,599,238,90,35,3142.56,10,3.34,0.775,B
2023-07-02,73,129,146.1,50.2,6,118.87,590,224,90,35,3350.11,8,3.34,0.775,B
2023-07-03,105,181,147.0,49.0,7,121.28,848,342,128,47,4599.76,16,3.08,1.0,A
2023-07-04,104,177,163.8,49.6,7,119.31,845,334,124,45,4453.5,12,3.07,1.0,C
2023-07-05,101,183,146.5,55.7,8,120.9,842,337,125,49,4719.64,15,3.13,1.0,D
2023-07-06,103,177,143.7,52.3,7,117.58,833,333,125,50,4703.25,18,3.1,1.0,C
2023-07-07,104,180,168.7,52.0,6,114.15,833,332,127,51,4799.09,17,3.07,1.0,A
2023-07-08,77,137,149.5,51.5,6,113.24,566,230,88,37,3502.4,14,3.3,0.79,C
2023-07-09,73,126,167.7,48.0,8,118.67,570,221,87,33,3217.12,12,3.36,0.742,A
2023-07-10,94,153,136.0,55.1,8,118.2,808,321,122,45,4202.7,19,3.12,1.0,A
2023-07-11,100,153,155.2,47.9,6,113.78,809,327,123,49,4708.18,14,3.07,1.0,A
2023-07-12,108,180,170.7,50.4,7,112.76,801,317,119,47,4642.29,17,3.15,1.0,A
2023-07-13,101,177,150.3,52.4,5,115.84,799,312,120,43,4118.96,14,3.15,0.994,A
2023-07-14,98,164,147.4,53.1,7,110.1,805,325,119,43,3939.86,17,3.13,0.98,C
2023-07-15,71,126,138.3,51.6,5,109.92,553,227,80,32,2872.8,10,3.39,0.697,A
2023-07-16,68,116,160.8,48.3,7,112.39,553,221,84,31,3045.35,14,3.4,0.7,C
2023-07-17,93,167,142.3,51.3,7,109.72,782,303,118,44,4217.39,13,3.11,0.986,D
2023-07-18,97,163,149.1,51.0,9,109.9,779,315,118,47,4531.17,17,3.12,1.0,B
2023-07-19,96,166,137.7,51.6,5,108.99,774,301,117,46,4305.37,16,3.09,0.997,B
2023-07-20,90,157,165.6,53.7,6,109.4,772,311,116,47,4502.62,13,3.12,0.99,C
2023-07-21,93,169,161.5,49.5,8,110.96,772,304,117,40,3825.33,15,3.15,0.944,A
2023-07-22,69,105,149.7,53.1,8,107.74,542,211,81,31,2872.68,11,3.38,0.699,B
2023-07-23,66,108,138.5,53.4,6,108.27,532,211,81,32,2978.12,11,3.44,0.691,B
2023-07-24,95,168,165.4,53.7,6,102.3,757,302,112,40,3634.31,14,3.2,0.92,D
2023-07-25,89,162,146.3,52.4,6,105.73,744,294,112,41,4116.56,12,3.19,0.928,D
2023-07-26,95,163,138.9,54.6,6,103.58,745,301,113,41,3901.11,14,3.14,0.935,D
2023-07-27,89,149,132.4,53.0,5,102.26,746,296,111,42,4029.04,10,3.17,0.933,C
2023-07-28,97,170,143.5,53.7,6,102.39,742,302,111,46,4283.13,16,3.14,0.986,B
2023-07-29,59,106,135.5,50.2,5,102.92,515,207,76,33,3006.4,6,3.42,0.67,D
2023-07-30,62,103,143.8,47.5,6,104.87,515,203,76,27,2551.84,9,3.43,0.623,D
2023-07-31,92,159,157.4,52.9,6,99.84,728,287,107,42,4069.71,15,3.2,0.919,B
2023-08-01,95,170,146.2,53.6,6,102.02,728,283,112,44,4093.68,16,3.15,0.969,D
2023-08-02,90,165,153.6,53.3,4,100.45,720,289,110,43,3962.06,10,3.2,0.935,D
2023-08-03,91,159,142.8,51.8,7,100.24,713,283,108,42,3985.56,13,3.17,0.924,B
2023-08-04,89,151,150.7,55.4,7,102.38,713,273,111,42,4080.56,14,3.13,0.937,A
2023-08-05,57,97,169.2,50.6,5,100.93,480,190,72,30,3052.8,9,3.44,0.63,A
2023-08-06,61,107,146.5,53.5,6,102.02,494,193,80,32,3116.52,12,3.38,0.688,C
2023-08-07,80,136,153.8,53.5,4,98.53,682,281,102,36,3506.82,10,3.3,0.83,A
2023-08-08,81,139,134.3,56.7,5,96.95,688,267,104,41,3935.85,8,3.18,0.872,B
2023-08-09,87,141,165.2,51.1,5,97.4,695,271,104,41,3763.83,15,3.2,0.895,C
2023-08-10,83,151,145.2,51.4,7,97.85,692,282,105,40,3725.96,11,3.25,0.882,D
2023-08-11,85,137,160.5,49.0,5,97.24,680,279,104,41,3816.03,9,3.21,0.895,D
2023-08-12,56,92,148.8,55.7,6,94.25,474,186,71,27,2437.2,8,3.52,0.596,C
2023-08-13,61,105,156.1,53.0,5,96.13,483,190,76,29,2842.44,12,3.42,0.643,B
2023-08-14,82,154,156.7,53.1,6,95.95,674,273,102,39,3722.11,10,3.21,0.865,A
2023-08-15,89,149,145.5,59.0,6,100.08,684,262,103,35,3338.82,18,3.32,0.833,C
2023-08-16,85,139,160.9,52.6,7,98.35,670,259,99,37,3271.9,11,3.27,0.836,A
2023-08-17,86,143,142.4,50.3,5,92.46,669,266,101,37,3715.27,13,3.26,0.849,B
2023-08-18,80,148,157.8,51.7,4,93.16,672,277,101,36,3309.78,10,3.26,0.823,D
2023-08-19,58,79,146.1,50.7,4,90.39,463,183,68,28,2897.4,9,3.48,0.606,B
2023-08-20,54,85,153.5,51.5,5,91.72,456,183,67,26,2333.52,8,3.48,0.583,C
2023-08-21,79,154,145.4,51.9,4,93.13,655,268,104,39,3648.95,9,3.27,0.865,C
2023-08-22,81,141,150.5,51.3,6,94.52,652,271,97,36,3175.8,18,3.35,0.816,D
2023-08-23,77,124,139.3,50.3,5,90.26,643,254,94,36,3437.15,11,3.32,0.792,B
2023-08-24,78,132,152.5,55.6,8,90.03,646,258,95,38,3502.71,11,3.28,0.817,B
2023-08-25,74,127,150.4,53.1,3,86.67,641,265,96,34,3168.43,13,3.27,0.78,A
2023-08-26,50,91,144.6,52.3,6,90.28,454,174,69,26,2335.44,11,3.48,0.572,C
2023-08-27,53,102,149.4,54.0,4,88.13,448,184,68,28,2706.77,10,3.53,0.589,A
2023-08-28,81,140,151.3,53.4,5,88.85,635,249,97,33,3182.83,10,3.31,0.781,B
2023-08-29,74,122,143.8,53.4,5,87.82,634,254,94,35,3520.89,12,3.32,0.78,C
2023-08-30,73,130,148.7,53.9,3,89.06,633,252,96,35,3278.44,7,3.33,0.784,A
2023-08-31,84,138,139.9,53.3,5,85.41,633,248,93,35,3357.27,14,3.34,0.798,B
2023-09-01,78,125,173.5,52.7,10,129.99,623,244,92,34,3077.47,8,3.33,0.773,A
2023-09-02,57,84,160.6,53.5,8,136.74,433,174,63,24,2249.7,7,3.54,0.547,A
2023-09-03,59,89,152.7,52.7,8,129.47,442,182,64,28,2608.77,9,3.5,0.585,A
2023-09-04,81,131,161.7,51.5,9,129.43,619,247,95,35,3394.23,13,3.29,0.803,A
2023-09-05,73,116,130.2,56.6,8,134.89,613,245,93,36,3477.88,10,3.32,0.778,D
2023-09-06,78,134,124.4,52.8,8,136.64,620,251,95,40,3889.93,15,3.27,0.841,D
2023-09-07,72,114,146.0,53.5,5,128.11,618,242,93,34,3114.54,12,3.35,0.758,C
2023-09-08,84,121,136.2,54.0,8,129.35,607,246,93,38,3752.57,14,3.31,0.839,C
2023-09-09,51,79,147.6,51.4,8,130.42,430,176,61,23,2173.96,5,3.58,0.511,C
2023-09-10,52,85,152.1,50.8,7,132.87,431,186,66,29,2677.36,11,3.52,0.59,D
2023-09-11,74,122,159.2,51.3,8,127.12,611,243,92,36,3364.55,10,3.29,0.789,B
2023-09-12,72,134,138.6,52.1,7,128.3,611,242,93,36,3347.2,14,3.33,0.778,A
2023-09-13,80,131,154.0,49.4,7,130.06,600,244,91,34,3427.66,16,3.31,0.774,C
2023-09-14,84,149,150.1,51.2,8,129.1,607,247,89,33,3158.88,14,3.35,0.764,D
2023-09-15,74,126,153.5,52.9,6,127.22,603,238,87,33,3177.67,13,3.37,0.74,A
2023-09-16,51,86,144.8,55.3,9,127.46,420,166,62,25,2354.12,1,3.55,0.535,B
2023-09-17,47,75,163.8,52.9,6,124.76,426,173,65,24,2545.6,7,3.6,0.538,B
2023-09-18,76,128,149.0,47.4,7,126.82,609,239,93,34,3395.13,14,3.36,0.77,B
2023-09-19,77,125,167.7,52.9,10,126.57,609,242,89,33,3065.76,13,3.38,0.753,C
2023-09-20,75,129,142.1,51.8,9,127.39,606,243,89,36,3363.0,9,3.34,0.776,B
2023-09-21,76,128,157.4,53.0,8,125.65,598,244,88,36,3389.09,11,3.37,0.769,D
2023-09-22,76,123,149.4,52.5,7,127.55,600,237,89,32,3089.36,6,3.33,0.747,C
2023-09-23,55,101,146.7,52.3,7,128.51,422,160,61,22,2008.05,9,3.61,0.504,A
2023-09-24,53,93,156.3,52.0,8,126.67,418,158,60,24,2284.86,4,3.54,0.525,D
2023-09-25,72,120,147.0,52.6,8,126.97,597,232,88,36,3584.93,13,3.32,0.768,C
2023-09-26,78,133,123.4,56.5,7,126.29,600,233,90,37,3337.49,14,3.33,0.791,B
2023-09-27,75,127,119.4,54.0,8,126.11,595,237,87,30,2781.45,10,3.42,0.709,B
2023-09-28,77,125,162.7,54.0,7,124.62,592,231,89,33,3082.73,13,3.33,0.75,D
2023-09-29,77,131,162.3,53.8,6,126.66,593,234,91,33,3056.1,11,3.34,0.757,B
2023-09-30,50,80,168.9,52.9,7,125.81,420,164,60,22,2307.62,8,3.59,0.498,A
