data,visite_sito,visualizzazioni_pagina,durata_media_sessione,frequenza_rimbalzo,click_annunci,spesa_ads,email_inviate,aperture_email,click_email,ordini,valore_totale_ordini,utenti_nuovi,churn_rate,tasso_conversione,segmento_dominante
2023-02-08,116,182,187.2,49.1,7,138.27,1025,399,155,55,5288.95,20,3.57,0.47,B
2023-02-09,138,245,139.0,58.7,8,146.13,1029,399,151,55,5822.85,24,3.86,0.4,B
2023-02-10,123,211,135.2,54.5,11,147.07,1029,427,154,60,5995.87,25,3.44,0.49,A
2023-02-11,85,124,168.4,53.2,9,146.53,716,277,99,35,3230.68,12,3.6,0.409,C
2023-02-12,90,150,132.1,58.7,8,140.95,729,281,116,35,3599.65,3,3.43,0.391,C
2023-02-13,119,181,147.0,51.3,10,145.89,1025,410,150,56,5835.15,18,3.86,0.469,A
2023-02-14,116,197,149.0,52.3,5,145.76,1030,411,165,56,5887.28,18,3.65,0.479,B
2023-02-15,126,190,165.5,48.0,9,146.71,1021,399,153,64,6415.94,14,3.4,0.505,C
2023-02-16,124,219,159.2,51.5,13,150.41,1038,412,161,61,5840.89,19,3.53,0.495,C
2023-02-17,123,215,156.9,47.7,9,147.59,1038,428,155,55,5168.6,17,3.7,0.447,B
2023-02-18,84,172,144.0,55.0,9,150.29,715,278,107,38,3796.05,6,3.54,0.453,C
2023-02-19,97,177,168.2,52.8,10,147.64,730,278,107,33,3663.86,18,3.58,0.344,A
2023-02-20,129,213,210.4,48.6,11,149.14,1045,428,157,55,5350.58,17,3.49,0.426,A
2023-02-21,129,232,160.4,51.7,5,151.25,1067,432,162,65,6337.3,17,3.61,0.505,C
2023-02-22,135,208,151.5,54.7,5,141.19,1061,418,155,67,6417.96,18,3.48,0.501,C
2023-02-23,130,207,130.5,50.1,9,147.25,1054,406,158,62,5808.56,26,3.48,0.478,D
2023-02-24,129,224,140.4,53.6,7,146.86,1059,416,156,59,5523.73,19,3.32,0.456,A
2023-02-25,99,135,146.8,54.8,11,146.38,742,296,123,44,4216.6,15,3.61,0.446,B
2023-02-26,98,167,142.0,47.6,8,148.55,741,308,111,38,4151.38,13,3.61,0.389,C
2023-02-27,128,202,149.8,54.6,6,157.74,1054,411,166,70,6606.7,22,3.44,0.549,A
2023-02-28,132,225,176.7,46.1,6,146.26,1065,425,159,59,5652.1,26,3.63,0.451,B
2023-03-01,125,197,168.7,51.2,8,231.21,1062,431,161,69,6255.84,22,3.66,0.547,C
2023-03-02,126,221,147.6,49.1,13,218.43,1059,400,152,63,6225.72,22,3.69,0.5,A
2023-03-03,142,242,131.9,57.7,13,225.62,1078,442,160,54,5512.71,24,3.77,0.378,B
2023-03-04,101,192,170.1,48.0,13,228.55,757,291,115,41,4408.91,8,3.58,0.41,A
2023-03-05,100,170,149.3,47.6,16,231.1,736,298,118,42,4066.24,11,3.51,0.422,D
2023-03-06,140,226,124.1,54.2,16,232.14,1078,434,163,61,5985.91,20,3.4,0.438,A
2023-03-07,138,231,160.7,50.7,14,232.95,1091,447,171,64,6042.79,17,3.46,0.464,A
2023-03-08,142,220,165.4,47.2,9,227.62,1094,443,167,75,7277.06,16,3.53,0.53,A
2023-03-09,146,255,113.6,55.9,15,227.42,1095,414,172,61,5901.47,13,3.47,0.418,A
2023-03-10,145,256,137.6,47.1,15,234.38,1087,427,163,63,6001.8,15,3.63,0.434,A
2023-03-11,97,202,148.3,49.5,14,229.47,753,303,125,50,4812.71,13,3.34,0.519,C
2023-03-12,109,176,161.0,50.2,15,224.37,752,299,110,42,4139.0,16,3.32,0.386,A
2023-03-13,139,232,142.3,55.3,11,225.4,1095,443,160,61,5725.99,17,3.77,0.441,A
2023-03-14,145,239,137.5,57.0,18,226.76,1096,446,158,56,5250.23,22,3.56,0.385,A
2023-03-15,141,243,160.9,55.3,12,234.12,1107,449,178,67,6921.82,19,3.4,0.478,B
2023-03-16,142,248,143.0,52.4,15,232.61,1106,440,170,67,7131.28,27,3.36,0.467,A
2023-03-17,131,222,158.1,44.8,11,235.6,1095,420,163,63,5589.9,19,3.65,0.479,C
2023-03-18,102,190,133.3,54.5,12,230.25,756,298,120,48,4176.91,19,3.85,0.469,C
2023-03-19,123,200,129.7,57.9,17,233.39,766,310,118,51,4563.06,19,3.55,0.415,C
2023-03-20,136,246,161.3,55.6,14,235.93,1102,430,175,70,6613.17,13,3.49,0.514,A
2023-03-21,140,246,153.8,53.7,16,231.44,1098,446,157,60,5983.82,21,3.83,0.429,D
2023-03-22,135,230,163.8,48.2,15,235.45,1095,447,163,57,5586.84,14,3.26,0.421,C
2023-03-23,135,225,142.0,51.3,14,230.01,1104,443,163,59,5682.81,20,4.0,0.438,A
2023-03-24,152,295,138.1,58.9,17,231.64,1097,408,155,59,5781.61,19,4.14,0.388,B
2023-03-25,93,146,170.4,47.2,13,231.67,766,294,120,46,4161.97,16,3.01,0.493,C
2023-03-26,94,165,127.2,50.2,10,227.71,776,329,115,42,3881.43,7,3.58,0.441,B
2023-03-27,126,202,168.8,54.4,13,236.21,1100,435,169,59,5631.53,19,3.43,0.473,B
2023-03-28,134,255,169.8,50.2,15,231.51,1107,423,178,63,5470.0,23,3.53,0.466,C
2023-03-29,127,229,162.9,48.3,15,233.98,1107,455,164,55,4922.54,24,3.52,0.438,A
2023-03-30,142,231,139.7,57.6,11,236.36,1093,437,162,60,5396.28,17,3.78,0.426,D
2023-03-31,161,281,137.8,54.5,13,236.22,1100,451,166,58,5711.29,24,3.65,0.359,A
2023-04-01,98,171,146.8,51.5,13,237.33,788,318,123,43,4111.44,16,3.43,0.433,A
2023-04-02,85,136,130.6,50.0,13,233.5,762,309,111,40,3998.17,20,3.54,0.474,A
2023-04-03,143,254,135.6,59.4,11,231.86,1084,437,159,56,4723.54,14,3.75,0.389,B
2023-04-04,131,228,159.7,51.9,13,233.54,1086,441,168,65,5725.78,15,3.32,0.496,D
2023-04-05,149,257,159.7,56.2,12,225.45,1105,465,168,67,6540.61,36,3.27,0.448,D
2023-04-06,138,234,134.3,56.0,15,226.58,1104,451,155,57,4570.21,19,4.03,0.413,D
2023-04-07,135,236,160.1,50.4,15,227.12,1103,425,159,59,5944.63,11,3.48,0.435,B
2023-04-08,99,172,156.8,50.6,13,228.65,784,318,125,49,4146.87,12,3.53,0.497,B
2023-04-09,102,175,172.6,55.7,13,235.52,745,309,114,40,4096.77,1,3.56,0.396,B
2023-04-10,138,225,158.5,56.5,14,228.86,1106,454,162,58,5253.0,22,3.73,0.421,A
2023-04-11,136,257,165.9,46.1,12,231.35,1117,443,167,68,6800.38,24,3.9,0.501,D
2023-04-12,135,214,157.2,53.8,12,239.57,1089,447,163,65,7140.54,16,3.68,0.481,B
2023-04-13,127,223,164.7,51.4,12,231.12,1096,448,168,66,5558.76,17,3.23,0.516,B
2023-04-14,141,234,130.7,50.4,13,236.39,1091,462,157,63,6222.67,26,3.32,0.45,B
2023-04-15,83,167,148.2,53.4,11,227.83,760,296,110,34,2671.49,4,3.55,0.41,C
2023-04-16,93,144,149.4,48.5,10,153.82,765,301,116,49,4775.41,7,3.47,0.526,A
2023-04-17,144,235,146.3,51.3,10,149.93,1110,441,166,64,6052.05,21,3.25,0.445,C
2023-04-18,139,222,156.7,49.8,6,152.82,1113,440,170,68,6489.64,17,3.72,0.489,C
2023-04-19,140,243,159.5,50.5,10,158.53,1090,427,157,61,5567.07,20,3.39,0.438,D
2023-04-20,137,212,155.9,52.0,8,145.5,1111,417,168,63,6255.81,14,3.88,0.463,A
2023-04-21,145,240,147.3,49.6,10,156.11,1091,432,169,63,5538.11,23,3.97,0.433,A
2023-04-22,106,147,139.0,57.8,9,154.92,780,316,119,46,4761.8,15,3.56,0.438,B
2023-04-23,98,170,166.5,53.2,6,150.54,760,299,115,42,3896.32,17,3.7,0.432,D
2023-04-24,141,232,155.2,57.6,6,146.04,1087,454,163,65,5755.59,22,3.34,0.461,D
2023-04-25,141,218,134.7,52.8,9,153.39,1088,435,159,54,5574.94,22,3.78,0.38,B
2023-04-26,136,247,147.1,51.0,11,150.13,1114,459,167,61,5787.31,13,3.49,0.451,A
2023-04-27,122,188,123.9,59.1,5,153.68,1089,438,170,71,7347.27,21,3.26,0.583,A
2023-04-28,137,245,150.5,50.7,10,152.36,1071,437,160,58,5916.86,19,3.56,0.427,C
2023-04-29,102,163,147.0,52.1,12,159.98,763,308,110,41,3637.72,14,3.55,0.4,A
2023-04-30,103,199,141.4,55.1,9,150.48,748,313,110,39,3668.26,21,3.59,0.378,B
2023-05-01,126,225,173.8,47.6,10,146.26,1067,428,161,62,5947.76,15,3.74,0.496,D
2023-05-02,126,199,132.7,55.5,8,151.97,1079,437,160,57,5877.06,26,3.44,0.452,B
2023-05-03,136,218,160.6,53.7,9,151.86,1068,431,163,61,5882.96,28,3.95,0.444,B
2023-05-04,131,231,182.8,54.7,6,157.22,1068,424,163,65,6230.15,23,3.29,0.497,A
2023-05-05,115,191,166.2,54.4,5,154.27,1063,429,164,58,5488.82,12,3.87,0.509,A
2023-05-06,98,164,149.5,56.4,11,151.53,746,321,119,48,4552.89,4,3.36,0.491,C
2023-05-07,78,152,133.0,53.0,7,156.71,745,295,117,47,4874.24,17,3.46,0.603,B
2023-05-08,121,194,129.6,50.9,8,143.09,1036,419,151,61,5783.43,19,3.45,0.505,A
2023-05-09,141,241,143.8,59.1,6,145.46,1060,436,154,59,5527.79,17,3.55,0.422,A
2023-05-10,142,256,139.7,48.4,6,143.65,1041,428,156,73,6726.36,27,3.7,0.51,A
2023-05-11,118,214,139.2,48.8,8,145.95,1033,413,153,62,5718.22,13,3.83,0.523,C
2023-05-12,126,212,145.1,54.4,7,140.62,1044,394,151,58,5124.51,17,3.82,0.463,C
2023-05-13,93,154,148.5,57.5,10,150.27,730,297,107,37,3302.1,17,3.56,0.4,B
2023-05-14,106,153,157.3,52.7,10,145.57,720,266,106,40,4217.87,10,3.7,0.376,B
2023-05-15,126,198,131.4,56.4,9,138.91,1044,432,153,63,5953.46,18,3.39,0.503,A
2023-05-16,123,214,139.8,47.0,9,140.76,1020,410,151,64,6299.98,24,3.33,0.521,B
2023-05-17,141,238,147.6,51.1,12,146.97,1026,420,160,67,5583.55,22,3.35,0.471,A
2023-05-18,123,210,147.1,47.0,7,149.15,1021,399,154,61,5993.09,25,3.46,0.499,D
2023-05-19,133,242,177.5,53.5,9,154.49,1023,394,166,58,5447.89,26,3.66,0.435,A
2023-05-20,80,118,153.5,47.7,12,158.62,717,289,108,42,3870.21,12,3.14,0.527,B
2023-05-21,88,147,125.8,49.9,11,145.66,702,280,104,34,3313.98,2,3.64,0.388,A
2023-05-22,112,193,156.3,53.7,5,138.17,1021,403,153,52,4745.79,11,3.89,0.46,C
2023-05-23,117,188,158.2,55.3,7,131.98,1011,405,153,58,4894.83,21,3.77,0.5,A
2023-05-24,131,244,148.1,52.1,11,143.49,988,423,150,60,5939.11,12,3.47,0.455,D
2023-05-25,122,222,131.8,55.1,9,137.59,984,402,158,63,6089.2,17,3.25,0.518,A
2023-05-26,122,211,176.4,52.8,9,139.08,1000,410,146,57,5342.15,20,3.67,0.47,D
2023-05-27,81,165,134.0,52.7,8,137.6,695,287,109,43,3836.2,20,3.06,0.534,C
2023-05-28,85,123,159.9,48.7,8,139.44,694,292,105,35,2912.79,10,3.85,0.414,A
2023-05-29,126,214,153.0,54.0,9,144.96,989,394,140,53,5103.28,16,3.58,0.422,A
2023-05-30,130,227,159.0,53.9,8,139.89,988,374,152,52,5396.44,19,4.01,0.397,B
2023-05-31,102,160,175.6,53.9,8,137.79,991,395,155,49,4756.84,17,3.22,0.485,D
2023-06-01,113,197,158.4,53.0,8,132.87,967,395,141,56,4920.46,16,3.74,0.495,D
2023-06-02,120,187,141.6,49.4,6,129.13,962,375,144,51,4935.11,23,3.6,0.427,A
2023-06-03,84,153,166.6,53.7,9,134.53,668,266,92,39,3652.06,9,3.52,0.46,B
2023-06-04,92,172,140.5,53.0,14,136.14,679,265,96,41,4185.42,14,3.32,0.451,A
2023-06-05,122,211,152.5,50.9,5,144.7,975,405,151,55,5383.42,20,3.71,0.45,A
2023-06-06,116,170,130.6,52.6,9,135.95,954,389,141,55,4332.74,15,3.71,0.473,C
2023-06-07,111,174,134.5,51.2,7,139.65,929,378,134,48,4693.35,21,3.97,0.431,B
2023-06-08,115,203,150.8,55.1,9,131.67,933,380,141,46,4076.76,18,3.84,0.402,A
2023-06-09,126,214,155.5,48.0,8,127.67,938,375,138,53,4618.06,23,3.5,0.423,D
2023-06-10,77,91,124.5,50.8,9,128.2,654,264,96,33,3120.69,13,3.41,0.433,C
2023-06-11,83,159,157.5,51.1,10,128.82,653,249,102,37,3636.88,14,3.32,0.446,C
2023-06-12,118,203,137.7,58.0,9,142.5,934,352,134,59,5110.75,15,3.85,0.5,A
2023-06-13,129,206,169.2,54.7,10,127.16,927,372,134,45,4495.22,16,3.53,0.351,D
2023-06-14,112,205,144.7,47.8,3,134.87,936,378,141,55,5458.13,23,3.85,0.493,B
2023-06-15,123,199,133.1,57.4,11,125.57,915,378,142,50,4736.6,22,3.74,0.405,B
2023-06-16,123,199,151.1,56.5,9,134.15,909,379,142,57,5201.0,13,3.65,0.466,A
2023-06-17,82,144,136.3,49.7,10,130.82,644,273,93,37,3194.68,13,3.53,0.449,D
2023-06-18,75,155,169.0,44.0,5,127.51,621,238,98,39,3998.11,-1,3.67,0.515,B
2023-06-19,109,210,150.0,52.3,6,127.48,908,360,132,47,3987.09,14,3.61,0.427,D
2023-06-20,110,192,147.7,56.0,8,123.81,901,365,144,51,5192.05,21,3.51,0.466,C
2023-06-21,118,208,158.9,56.8,8,128.7,894,383,128,53,4969.28,17,3.74,0.448,C
2023-06-22,115,207,134.9,50.6,8,123.59,907,378,143,61,5783.79,18,3.49,0.533,C
2023-06-23,112,172,130.7,58.7,9,119.12,881,364,129,50,4281.48,2,3.44,0.45,D
2023-06-24,69,128,156.1,45.5,4,118.25,639,252,106,36,3377.16,8,3.65,0.519,A
2023-06-25,71,109,133.5,52.2,9,124.88,613,236,95,37,3673.7,12,3.52,0.521,A
2023-06-26,124,216,133.5,52.1,8,131.3,861,352,124,57,5059.59,21,3.68,0.462,C
2023-06-27,107,178,162.6,55.3,7,123.59,870,337,128,49,4780.59,21,3.5,0.458,B
2023-06-28,99,175,157.9,56.0,4,121.57,855,339,132,56,5306.88,14,3.25,0.564,B
2023-06-29,118,202,131.2,56.3,8,122.98,853,340,133,48,4341.83,17,3.98,0.404,C
2023-06-30,107,136,140.7,48.9,3,127.46,861,360,129,48,4778.47,9,3.91,0.445,B
2023-07-01,81,141,136.4,55.8,9,121.41,602,237,91,37,2852.38,11,3.77,0.456,C
2023-07-02,71,131,176.6,52.7,4,117.64,587,211,92,36,3558.86,4,3.46,0.509,B
2023-07-03,104,183,163.6,46.8,8,124.6,853,346,129,46,4819.76,6,3.54,0.44,D
2023-07-04,104,176,143.7,46.6,7,120.59,851,333,121,43,4485.4,10,3.91,0.409,A
2023-07-05,96,187,158.6,55.2,10,125.51,849,340,123,51,4947.85,22,3.45,0.531,C
2023-07-06,103,180,129.7,53.0,7,118.13,836,333,127,53,4910.07,14,3.41,0.511,D
2023-07-07,106,186,139.9,49.1,5,110.47,840,333,132,56,5127.08,17,3.9,0.529,A
2023-07-08,84,159,151.6,51.8,6,109.14,556,230,92,42,3939.75,10,3.54,0.503,B
2023-07-09,74,131,156.8,53.3,10,123.62,569,212,89,34,3430.11,2,3.94,0.465,B
2023-07-10,82,126,148.5,52.3,8,123.37,804,316,122,44,3937.5,17,3.24,0.536,B
2023-07-11,99,132,153.7,47.7,6,113.24,810,331,125,52,5154.99,4,3.63,0.522,B
2023-07-12,121,198,151.2,58.1,6,111.61,798,313,116,48,5159.03,15,4.06,0.394,A
2023-07-13,105,189,147.5,55.6,4,120.23,798,303,119,41,3923.62,15,3.65,0.396,D
2023-07-14,95,156,145.6,51.7,7,106.78,814,332,118,40,3424.81,15,3.56,0.425,A
2023-07-15,72,135,143.6,51.9,3,107.24,552,232,77,31,2586.82,7,3.38,0.434,B
2023-07-16,65,112,153.5,53.4,8,114.32,555,222,85,31,3203.05,1,3.78,0.482,B
2023-07-17,86,166,156.2,48.8,7,108.54,780,293,118,45,4210.49,9,3.38,0.516,A
2023-07-18,96,159,153.0,53.3,11,109.89,779,319,120,50,4974.68,11,3.52,0.514,A
2023-07-19,96,170,132.3,49.4,4,108.5,774,293,119,48,4404.26,11,3.3,0.501,D
2023-07-20,81,146,135.0,53.0,6,110.42,775,313,117,49,4935.06,17,3.76,0.608,C
2023-07-21,89,174,156.0,48.7,11,115.18,778,302,119,38,3521.1,7,3.85,0.42,A
2023-07-22,70,94,172.1,48.0,9,108.01,550,208,82,32,2790.52,12,3.59,0.45,C
2023-07-23,63,101,152.3,57.3,5,110.2,534,209,82,34,3064.92,10,3.29,0.529,B
2023-07-24,97,178,143.8,53.0,6,96.15,760,302,110,36,3067.3,19,3.97,0.37,A
2023-07-25,82,163,153.4,53.0,6,105.59,738,289,113,40,4399.82,12,3.49,0.488,C
2023-07-26,98,171,132.9,47.3,7,101.05,745,304,115,40,3801.85,19,3.41,0.41,B
2023-07-27,83,137,169.6,49.7,5,98.61,751,296,109,41,4095.48,12,3.2,0.495,A
2023-07-28,106,191,152.8,53.7,6,99.75,746,308,112,50,4551.13,18,3.45,0.47,D
2023-07-29,50,97,140.0,53.6,3,101.92,516,209,74,36,3106.61,0,3.06,0.726,A
2023-07-30,57,91,147.5,46.2,7,107.62,520,201,75,25,2299.03,-5,3.48,0.438,A
2023-07-31,94,165,142.1,53.5,7,95.86,731,284,104,42,4303.08,16,3.75,0.443,A
2023-08-01,104,195,169.7,52.6,6,102.11,734,277,116,47,4298.69,18,3.52,0.45,C
2023-08-02,90,182,147.0,56.5,3,99.0,721,291,114,45,4006.75,16,3.62,0.497,C
2023-08-03,94,171,152.3,50.4,8,99.26,711,281,109,43,4158.39,11,3.44,0.461,D
2023-08-04,89,153,158.6,45.3,7,105.39,714,262,117,45,4445.66,21,3.56,0.506,A
2023-08-05,50,84,138.9,50.1,5,102.55,466,181,69,33,3585.96,5,3.8,0.651,C
2023-08-06,59,108,152.9,49.1,6,106.03,496,190,90,38,3709.94,11,3.35,0.648,B
2023-08-07,71,120,154.1,54.5,3,98.07,664,281,98,33,3289.64,14,3.67,0.457,B
2023-08-08,73,127,126.7,45.5,4,94.86,679,255,103,42,4190.41,20,3.17,0.572,A
2023-08-09,89,136,153.8,51.0,5,96.73,698,265,103,42,3664.71,12,3.88,0.473,D
2023-08-10,79,153,149.3,56.8,8,98.58,694,289,106,41,3646.74,9,3.43,0.528,A
2023-08-11,86,129,151.9,52.4,5,97.77,675,283,105,44,3853.18,5,3.75,0.513,C
2023-08-12,49,78,150.5,55.2,7,90.99,471,181,70,27,2149.13,15,3.49,0.542,B
2023-08-13,63,109,153.9,47.4,5,96.4,489,189,82,32,3259.11,12,3.67,0.501,A
2023-08-14,80,166,170.1,46.7,6,96.63,672,275,102,39,3836.84,14,3.69,0.494,D
2023-08-15,98,160,132.3,57.7,6,107.63,696,255,106,32,3075.31,30,3.61,0.328,D
2023-08-16,87,138,144.9,53.1,8,103.98,670,249,96,36,2644.42,15,3.85,0.414,B
2023-08-17,93,149,160.0,52.3,4,89.9,671,266,103,36,4062.58,7,3.5,0.392,C
2023-08-18,77,155,157.2,48.8,2,92.3,680,288,101,34,2945.98,11,3.76,0.441,B
2023-08-19,57,55,156.9,52.5,2,86.0,464,181,67,30,3478.58,4,3.45,0.526,C
2023-08-20,48,67,191.3,47.0,4,89.95,451,181,64,26,2002.96,5,3.59,0.53,A
2023-08-21,77,171,159.2,55.6,3,94.08,654,273,111,42,3777.27,10,3.41,0.551,B
2023-08-22,80,144,167.0,59.8,7,98.13,652,282,96,34,2606.44,9,3.62,0.433,B
2023-08-23,73,107,145.4,54.2,4,88.07,636,249,88,34,3354.34,4,3.36,0.47,B
2023-08-24,73,123,135.1,51.3,10,88.07,644,258,93,39,3377.69,19,3.57,0.537,B
2023-08-25,66,113,145.3,45.1,1,80.23,637,273,95,32,2746.38,11,3.57,0.491,A
2023-08-26,39,79,160.7,46.9,6,89.79,458,168,72,27,2114.75,5,3.28,0.678,D
2023-08-27,47,107,156.1,56.9,3,84.94,448,189,70,30,3092.22,11,3.41,0.644,A
2023-08-28,83,147,156.0,49.1,4,87.26,634,243,98,30,3032.27,15,3.71,0.357,A
2023-08-29,66,104,146.8,51.5,5,85.19,633,254,92,34,3771.13,11,3.41,0.515,B
2023-08-30,66,123,144.4,54.7,1,88.77,634,251,97,35,3085.78,13,3.5,0.529,C
2023-08-31,93,148,147.3,57.1,5,80.14,636,245,91,34,3322.98,15,3.47,0.368,A
2023-09-01,75,111,160.9,51.4,11,125.59,618,237,90,32,2612.28,15,4.09,0.423,B
2023-09-02,58,72,162.6,50.7,8,143.13,428,174,60,23,2067.62,12,3.86,0.395,C
2023-09-03,63,83,134.9,53.5,8,125.61,448,189,61,31,2768.27,10,3.61,0.49,A
2023-09-04,84,130,161.4,50.0,10,126.14,617,246,98,36,3519.06,12,3.85,0.423,D
2023-09-05,65,92,140.2,51.3,8,140.4,605,243,94,36,3725.1,17,3.1,0.558,B
2023-09-06,77,135,157.0,53.4,8,145.35,622,255,98,45,4577.43,9,2.96,0.588,C
2023-09-07,63,89,147.1,53.2,3,124.59,621,239,93,32,2809.47,11,3.46,0.512,A
2023-09-08,96,116,173.5,57.7,9,128.25,599,247,94,42,4326.06,16,3.33,0.442,C
2023-09-09,43,57,143.7,54.1,8,131.45,431,181,56,21,1954.92,3,3.52,0.484,D
2023-09-10,47,73,152.7,55.8,6,138.05,435,200,70,33,3031.64,3,3.41,0.701,A
2023-09-11,69,108,159.1,48.8,8,124.16,613,242,93,38,3367.03,9,3.69,0.545,A
2023-09-12,65,133,136.9,54.7,6,127.56,614,241,95,37,3371.02,7,3.26,0.573,A
2023-09-13,85,136,148.9,50.4,7,132.39,593,245,91,34,3775.71,6,3.72,0.401,A
2023-09-14,97,178,146.0,53.9,9,130.4,609,252,86,31,3065.85,11,3.71,0.323,D
2023-09-15,71,120,142.3,55.0,5,126.09,601,235,83,32,3059.18,12,3.67,0.447,B
2023-09-16,44,75,143.4,53.0,10,127.06,417,163,59,26,2367.85,13,3.37,0.58,C
2023-09-17,36,49,166.7,58.9,4,120.63,430,177,67,24,3060.57,8,3.66,0.681,D
2023-09-18,75,127,141.0,57.2,6,126.1,616,238,96,35,3698.59,-2,3.56,0.464,D
2023-09-19,77,120,158.5,55.6,11,125.77,618,243,86,31,2771.96,15,3.99,0.407,D
2023-09-20,73,127,154.7,54.6,10,128.08,613,246,87,37,3428.28,8,3.39,0.504,B
2023-09-21,77,128,129.0,58.8,8,123.98,597,249,86,38,3503.91,14,3.71,0.486,B
2023-09-22,78,119,157.8,47.8,6,128.97,601,235,88,31,2956.25,12,3.64,0.392,A
2023-09-23,57,112,128.8,57.7,7,131.54,426,152,57,20,1645.25,8,3.63,0.342,B
2023-09-24,52,94,159.4,49.1,8,127.14,419,148,56,23,2307.65,7,3.73,0.444,B
2023-09-25,67,107,142.4,51.2,8,128.02,598,226,86,38,4062.67,10,3.43,0.572,A
2023-09-26,82,141,150.1,54.2,7,126.45,604,229,91,39,3336.08,19,3.03,0.482,B
2023-09-27,75,127,130.6,57.2,8,126.11,595,236,83,27,2197.49,11,3.07,0.355,B
2023-09-28,81,125,151.8,48.9,7,122.45,588,223,88,32,2905.37,18,3.9,0.396,B
2023-09-29,80,136,163.9,50.3,5,127.61,591,229,94,32,2897.98,17,3.89,0.4,A
2023-09-30,43,63,137.9,53.4,6,125.52,423,161,57,20,2510.4,10,3.95,0.472,B
