data,visite_sito,visualizzazioni_pagina,durata_media_sessione,frequenza_rimbalzo,click_annunci,spesa_ads,email_inviate,aperture_email,click_email,ordini,valore_totale_ordini,utenti_nuovi,churn_rate,tasso_conversione,segmento_dominante
2023-04-06,3941,6620,181.79460716319815,59.01258965771429,212,166.59902882835507,1325,412,113,45,5169.0,33,2.4958877890061126,1.143230753168707,B
2023-04-07,3947,6427,115.40642595856119,41.26707520673214,231,84.79048980851752,1247,395,118,41,4523.0,44,1.8746918629740545,0.9025515429296166,C
2023-04-08,3580,6277,102.53578884414837,36.05518053298404,232,111.44129878178296,1154,347,114,49,5057.0,39,2.1362151292121325,1.2267463313130347,A
2023-04-09,3637,6742,132.65070354114584,52.844387241936225,240,149.28110627184682,1328,401,115,54,6225.0,37,1.1783820240767402,2.0462805642480144,A
2023-04-10,3800,6317,121.27519277437122,47.02989994786033,238,156.52904780881545,1218,381,108,52,4661.0,44,2.089696488841509,1.3764098860338103,C
2023-04-11,4016,6193,147.51441131509077,39.30881676339122,254,120.91048826320372,1334,375,128,45,4987.0,49,2.7439733304338563,0.7405444838955768,C
2023-04-12,3941,6549,145.74589953033197,45.3516712712712,234,164.92396869836918,1252,359,103,53,5963.0,37,3.2085091462997815,2.2770119527779453,C
2023-04-13,3967,6637,164.63257029427808,38.24839260313112,263,92.87216932558866,1250,371,102,54,5629.0,40,1.8595710641361312,1.6074780925300463,C
2023-04-14,3556,6694,151.99398040437376,50.78846465127615,276,146.6435062608124,1234,436,94,53,4646.0,45,2.7802759180924514,1.6179501415529975,C
2023-04-15,3983,6955,144.4812376450814,52.85526233809696,259,148.8921457365988,1228,339,106,45,5730.0,38,2.4119964045860556,1.3231017635039686,C
2023-04-16,3935,6311,166.4223262502595,51.96184351814649,222,140.66558051907415,1294,320,88,50,5547.0,36,1.4556428925010683,1.0975079411442679,A
2023-04-17,3855,6138,143.89088118221082,35.368920854114286,207,143.45371783328216,1249,387,83,34,4494.0,34,2.274589143132265,1.131591197759135,A
2023-04-18,3731,6586,146.48668287229665,48.54842484752927,270,120.74162451041397,1299,368,110,56,5504.0,45,1.3817797248664627,1.3649683907500603,D
2023-04-19,3748,6546,149.12826341147374,41.64393851159282,263,146.79286249183238,1202,400,104,50,6163.0,33,0.9814710258936394,1.3721009202704975,C
2023-04-20,3559,6740,157.28030273250076,43.32458314834011,221,102.68459434705734,1236,344,117,49,5564.0,41,1.9527777686332353,1.2584423982735207,B
2023-04-21,4006,6187,154.64413684058542,37.90491761907312,235,130.68846113757075,1233,442,108,60,5496.0,37,1.8652042556904829,1.1775392900377464,A
2023-04-22,3915,6266,117.40569156769126,47.46675075958351,235,122.97523929905977,1248,387,81,56,4977.0,40,3.3671603972299287,1.1811751382136657,A
2023-04-23,3983,6467,157.45495013223987,46.13310708618185,255,107.71107601579087,1214,402,131,58,4544.0,37,2.1258458163605463,0.9761147118809628,B
2023-04-24,3840,6551,181.54274138309665,39.400049367067375,229,146.34433109208513,1229,371,80,50,5027.0,34,2.738486562947304,0.9618023243618236,A
2023-04-25,4077,6293,164.20927927645056,38.437818041780915,233,125.72822534897553,1183,401,94,61,5461.0,23,1.5667364012156964,1.291440288582654,C
2023-04-26,3657,6086,154.6690489355205,41.87444783178489,258,163.03977692208363,1153,377,94,59,4574.0,42,2.307041359241886,1.4089557853321524,D
2023-04-27,3668,6125,123.51969613823337,43.51341763361722,243,132.86465075976804,1258,433,79,50,5311.0,32,3.0795327604261447,1.5247466061268427,D
2023-04-28,3738,6666,185.32728094999823,45.57022910198206,204,118.8600560890914,1241,423,112,46,5258.0,42,1.9211003104628537,1.6148329560584835,B
2023-04-29,3686,6622,117.10967727121758,52.338813117707254,215,131.51188777954061,1115,440,102,51,5320.0,40,2.163500243899076,0.879183240000369,A
2023-04-30,4115,6491,140.61063475319483,37.86948013058895,245,139.2448061692246,1243,307,96,38,4571.0,40,2.8448192416653804,0.8376507625892439,B
2023-05-01,3829,6845,186.18106335285586,46.270542636484386,210,151.27644783867117,1245,349,99,40,6121.0,38,2.59551477896111,1.0579035158541872,B
2023-05-02,3675,6119,195.33329747355666,42.86495588753548,241,147.28975262636965,1159,357,89,42,3595.0,24,2.093838409368817,0.8242600201229098,A
2023-05-03,3873,6058,144.19027224986587,53.23165144834576,208,129.14938772376766,1205,414,107,49,5485.0,41,1.8219787798185987,1.430462138071272,C
2023-05-04,3817,5925,148.2574983243148,47.32045520710597,187,115.05340535603463,1213,378,101,53,5710.0,32,1.4373962684534747,1.4765950659417488,B
2023-05-05,4122,6077,174.44446639345978,35.28886412744917,204,119.44431318630399,1172,356,100,60,5897.0,37,1.714622158268734,1.4004622597102865,B
2023-05-06,3788,6086,73.55800712204179,36.412939917593086,197,59.32355122244325,1201,399,104,55,5011.0,37,1.8405229891085155,1.4111449311038338,A
2023-05-07,3702,6449,189.48130152568598,35.05113419804319,181,112.35877766186746,1203,405,106,38,5589.0,34,1.6625685135870478,1.5545928812386127,B
2023-05-08,3874,6038,102.7442199427047,39.300964845494306,229,143.84290876003078,1103,336,99,46,4999.0,42,1.8700743929370496,0.8365687890201224,A
2023-05-09,3909,5805,149.49730564200988,53.66453647628316,214,127.5423784736308,1159,423,90,56,5797.0,33,1.4691109706289915,1.1974104510378627,D
2023-05-10,4079,6473,167.6765344658775,38.81772713055151,192,131.45441920502623,1174,447,109,32,5009.0,33,1.5589358658923667,1.6948934506112738,A
2023-05-11,3446,6326,197.46387507081207,46.64509553091974,243,118.80798560863948,1142,405,101,55,4644.0,32,2.0407057673783346,1.8561221727774067,B
2023-05-12,3762,5998,156.48714622175493,37.466456060404035,187,116.18111792911341,1172,298,100,69,5067.0,30,2.7639554990139916,1.5355959221939688,B
2023-05-13,3668,6547,188.9053032031719,38.345624382664404,234,148.711507431612,1093,388,95,51,4765.0,32,1.009648744504091,1.8049152233924262,A
2023-05-14,4055,5968,129.3618297181576,47.366579591507275,172,121.38338363665878,1183,425,98,47,5155.0,38,2.1455722913922504,1.3400285093819635,B
2023-05-15,3332,6634,68.19129938396595,43.896630306302214,213,125.17650662100232,1206,419,78,67,5144.0,36,0.6602639077709125,0.8549653055717512,B
2023-05-16,4149,6066,148.195524425782,43.15086124384306,262,81.77779411038895,1077,340,98,54,4227.0,40,1.3797820002318768,1.7997639450665064,B
2023-05-17,3367,5925,143.03428905300794,43.92253244299923,249,139.33766373981823,1172,338,88,56,4236.0,35,1.0441633955600713,1.6931027745542926,C
2023-05-18,3976,5905,160.85337230842651,45.76332891289897,245,93.95217460648648,1185,357,100,51,5193.0,30,2.532191278658168,1.8333985986869772,A
2023-05-19,3554,6326,99.33237626924978,42.66385815312825,233,128.84470940123427,1188,415,86,50,4640.0,33,2.592999040761227,1.5035700155964065,D
2023-05-20,3782,5500,136.20294761149964,48.37133767023926,237,135.76166139212148,1149,366,95,51,5179.0,35,2.3660859668092917,1.811432326215031,B
2023-05-21,3191,6150,188.83607185379248,49.08317138274318,218,113.98347844945586,1048,318,91,54,4048.0,30,2.1489839164782705,1.2921446049359306,A
2023-05-22,3617,6187,141.851541383822,48.85386828539779,199,107.60485266252454,1126,319,98,36,5076.0,36,1.3762954304633954,0.7988798248853348,A
2023-05-23,3676,5897,187.19975236574166,48.90350547248718,227,96.2140715952879,1114,391,109,44,4651.0,33,2.743882543539483,1.5593170025545522,D
2023-05-24,3251,5987,184.1070609831254,47.11799884105447,213,150.68176388329118,1173,385,112,35,4003.0,36,1.3306006985799668,1.2626959847326673,C
2023-05-25,3791,6128,115.16881655151305,54.91404393027019,212,129.9978455136575,1025,355,74,58,4913.0,23,2.3706350913802305,1.257477143419905,B
2023-05-26,3276,5987,140.82455324903015,36.461918517747975,219,137.50425115296713,1138,363,115,53,4900.0,34,1.678552980807788,1.3611236330545038,C
2023-05-27,3285,5925,204.83096674497523,44.25125863083283,205,154.6527035580874,1067,355,97,47,4263.0,26,1.9105506934590597,1.1431764510382523,B
2023-05-28,3471,6213,152.48720223920017,48.312877123441446,253,159.13095086368543,1117,376,97,51,4728.0,32,1.7452129583382114,1.6055960849065694,B
2023-05-29,3685,5482,153.40020572138422,46.57324982933841,210,101.02909398322726,1115,381,87,37,4698.0,30,0.9786625225693535,1.1547059681530716,C
2023-05-30,3191,5687,147.14796981209003,52.58498555631246,203,110.09083542925855,994,416,93,40,4162.0,38,2.1934733776207067,1.3683219172417471,A
2023-05-31,3206,5893,148.26399937687333,45.54607655370279,196,78.78820801898317,1066,345,84,52,4393.0,36,0.7436414118933077,1.082682809099915,A
2023-06-01,3613,5905,162.47325558318823,48.31165394318352,197,82.5704629315339,1047,339,93,43,4092.0,38,2.2301195839007892,2.3101004605304896,B
2023-06-02,3443,5757,155.58622198442728,33.271535521744454,237,122.26490075686502,1161,352,92,40,3838.0,38,2.663265267057399,1.3467049029654514,A
2023-06-03,2984,5746,181.42672882111742,46.51770400464045,200,81.84167849556894,1136,332,115,47,3786.0,31,1.9570383477337165,1.372491771826965,A
2023-06-04,3299,5745,181.70034122068552,46.02977556864509,174,108.8979227147556,1170,317,83,35,5390.0,37,1.8853588168051576,1.1557223863517798,C
2023-06-05,3087,5307,194.84976549496758,35.285189031169466,175,129.81128594767753,1070,325,82,46,4599.0,31,3.3692581755845366,1.9598166605194218,A
2023-06-06,3209,6036,138.80708268750016,44.10874857601479,235,109.58757683022661,1102,307,112,47,4981.0,30,1.4196505400531492,0.9402290639178814,B
2023-06-07,3008,5891,108.85849235935297,49.68323102638423,174,74.20328251213678,1077,263,101,40,4093.0,26,1.0993085962279778,1.3934679635362888,D
2023-06-08,3152,5997,152.13226521107933,44.61650273908259,193,77.07790594787996,1107,333,107,45,4116.0,34,1.6817403006065428,1.7350227690408548,B
2023-06-09,3156,5244,140.61935261814142,45.51702134077805,192,103.33423318334494,1081,426,78,32,3023.0,42,1.7996793689601105,1.352082857164222,C
2023-06-10,3153,5280,112.93457714773038,53.60677328405985,193,93.07792126273975,967,276,92,55,5025.0,44,3.1152746208760846,1.4732613729013275,A
2023-06-11,3257,5338,155.30599622018528,39.354984727417474,175,119.054369593613,1053,261,85,48,4125.0,32,1.1447743649574602,1.287908566535935,C
2023-06-12,3562,5322,159.2527090708299,49.308522248956706,188,84.60742345653185,1107,299,89,50,5981.0,24,2.064936710491449,1.9230456559210163,B
2023-06-13,3410,5671,143.64977399773636,37.77727558944134,211,128.87414703542933,1007,337,87,33,3731.0,24,2.4919898596362646,2.046067403289853,C
2023-06-14,3516,5754,156.48604256314601,46.26869576376802,182,155.60561799987846,975,316,84,37,4213.0,29,1.624504540091178,1.118766880529903,C
2023-06-15,4942,8262,132.88189845906115,48.752336422035256,342,173.83176168496405,1469,471,122,70,5688.0,50,1.7608507920335352,1.1787636836941038,A
2023-06-16,4984,7904,160.2031732180455,40.70375871111952,314,178.35002530720053,1458,497,119,75,6970.0,53,1.8286655218128247,1.1373381156657645,C
2023-06-17,4986,8380,107.42646106740864,48.606334655834196,287,144.6463920575317,1518,432,112,61,7549.0,43,2.426997629801702,1.4986361830078563,D
2023-06-18,5032,8044,135.0024867338962,37.407598371488845,249,165.00668065893186,1528,492,133,84,6696.0,41,1.5726412484245331,0.3976518508949176,B
2023-06-19,4512,8189,134.59402045769986,40.23458677436324,298,177.4660914744307,1444,511,111,70,5774.0,47,2.2463735086036865,1.7590462105929792,B
2023-06-20,4778,8174,158.65265364815184,43.74418604732351,255,207.2070757570581,1630,472,130,54,6195.0,36,2.6747782213593916,1.3062360228610916,A
2023-06-21,4801,7730,119.71985586465762,55.47038924602501,292,134.00096584116153,1470,455,127,70,7171.0,44,1.463152142845156,1.749617988054518,A
2023-06-22,4548,7945,115.94713940953116,33.8672714049608,277,155.0984640516034,1457,461,120,65,5385.0,43,2.135163952689832,1.0832827493596702,B
2023-06-23,4454,7444,164.6678618485962,45.072757073555955,274,150.2379180323395,1540,497,111,54,5937.0,44,2.341815242688232,1.5228369160946156,C
2023-06-24,4792,8056,187.33609932669458,46.610212062656494,292,168.25335145950214,1486,492,116,57,5539.0,42,2.3629205085334486,0.9636319275170475,C
2023-06-25,4771,7923,152.6210450094236,39.316135548795174,281,166.44160446223682,1497,507,131,69,5663.0,44,1.760676269203415,1.0772884148407944,A
2023-06-26,4650,7444,163.89755236908834,34.12736430126337,288,137.58866616868178,1498,420,106,59,6597.0,38,2.054661444058229,1.4708128343293154,A
2023-06-27,4767,7765,162.21230820455258,48.755228568338794,283,154.3946139391534,1428,445,105,56,6413.0,40,2.2842490317604645,1.1638774983548827,C
2023-06-28,4746,6976,130.59335239729148,36.62435068401783,273,134.39377163033532,1482,412,133,57,7235.0,48,1.1369885714334507,2.3548955144055403,B
2023-06-29,4579,7654,117.165451971853,46.98790191255181,278,107.45982738022809,1372,494,121,64,6066.0,50,2.5516592830642746,1.6879596511715529,B
2023-06-30,4440,7651,165.15615227915424,59.03773921948962,261,137.65772701108838,1504,474,126,59,6206.0,43,1.7650383575479471,0.7863268438656704,D
2023-07-01,4686,7697,112.4680818609177,50.11206809906541,287,149.59896816097066,1462,414,92,64,5315.0,48,2.295489721062359,1.825927805014834,D
2023-07-02,4478,7547,119.5220311998741,51.55437945037448,275,154.84953707612232,1378,400,113,45,5858.0,43,1.9439412143632175,1.0980968121743275,D
2023-07-03,4554,7229,145.07966179823913,40.54993417697799,262,111.73420724014788,1388,422,114,73,5417.0,41,1.9313586541684917,1.1023336240913066,A
2023-07-04,4412,7426,113.6476830320704,51.717594369562796,245,138.55738978618217,1500,486,122,50,5311.0,41,1.9059045334681475,1.355635061122172,D
